,Full Filename,Charge Weighted Average (A),Discharge Weighted Average (A)
129,3.00_SNL_18650_NMC_35C_0-100_0.5-1C_d_timeseries.csv,1.2511892135304081,-2.886533782424542
130,3.00_SNL_18650_NMC_35C_0-100_0.5-2C_a_timeseries.csv,1.2374878508959124,-5.443389341253116
131,3.00_SNL_18650_NMC_35C_0-100_0.5-2C_b_timeseries.csv,1.2370894645958248,-5.6443310829866284
132,3.20_SNL_18650_NCA_15C_0-100_0.5-1C_a_timeseries.csv,1.3511056172193285,-3.1376685557200763
133,3.20_SNL_18650_NCA_15C_0-100_0.5-1C_b_timeseries.csv,1.3511299165819852,-3.1223734861354533
134,3.20_SNL_18650_NCA_15C_0-100_0.5-2C_a_timeseries.csv,1.3036322743594042,-5.7102779884104296
135,3.20_SNL_18650_NCA_15C_0-100_0.5-2C_b_timeseries.csv,1.3250225385508911,-5.745999981284861
136,3.20_SNL_18650_NCA_25C_0-100_0.5-0.5C_a_timeseries.csv,1.346985159474681,-1.1851076532329614
137,3.20_SNL_18650_NCA_25C_0-100_0.5-0.5C_b_timeseries.csv,1.1690837907058746,-1.6236971792872836
138,3.20_SNL_18650_NCA_25C_0-100_0.5-1C_a_timeseries.csv,1.3374969535536627,-3.1298842566635168
139,3.20_SNL_18650_NCA_25C_0-100_0.5-1C_b_timeseries.csv,1.3287696920845977,-3.1376228496451155
140,3.20_SNL_18650_NCA_25C_0-100_0.5-1C_c_timeseries.csv,1.3400499218153414,-3.1396794008615667
141,3.20_SNL_18650_NCA_25C_0-100_0.5-1C_d_timeseries.csv,1.3470238991413859,-3.132456665995183
142,3.20_SNL_18650_NCA_25C_0-100_0.5-2C_a_timeseries.csv,1.316225779320663,-5.886297522391309
143,3.20_SNL_18650_NCA_25C_0-100_0.5-2C_b_timeseries.csv,1.31460496334192,-5.724080241280418
144,3.20_SNL_18650_NCA_25C_20-80_0.5-0.5C_a_timeseries.csv,1.6142651266597774,-1.624406585484598
145,3.20_SNL_18650_NCA_25C_20-80_0.5-0.5C_b_timeseries.csv,1.613901155802256,-1.6248071206677952
146,3.20_SNL_18650_NCA_25C_20-80_0.5-0.5C_c_timeseries.csv,1.6141098520481756,-1.6243486704090222
