,Institution,Charge Current (A),Discharge Current (A),Charge Weighted Average (A),Discharge Weighted Average (A),Charge Abs Difference,Discharge Abs Difference,Discharge Percentage Difference,Charge Percentage Difference,Full Filename
125,SNL,1.5,9.0,1.0604377264973046,7.218128126775875,0.4395622735026954,1.7818718732241248,19.798576369156944,29.304151566846357,3.00_SNL_18650_NMC_25C_40-60_0.5-3C_b_timeseries.csv
126,SNL,1.5,3.0,1.202366125041378,2.888849629741447,0.29763387495862204,0.11115037025855301,3.705012341951767,19.8422583305748,3.00_SNL_18650_NMC_35C_0-100_0.5-1C_a_timeseries.csv
127,SNL,1.5,3.0,1.203803946364794,2.8889115092900424,0.29619605363520596,0.11108849070995763,3.7029496903319212,19.746403575680397,3.00_SNL_18650_NMC_35C_0-100_0.5-1C_b_timeseries.csv
128,SNL,1.5,3.0,1.196463612567254,2.8893001166616266,0.3035363874327459,0.11069988333837344,3.6899961112791146,20.23575916218306,3.00_SNL_18650_NMC_35C_0-100_0.5-1C_c_timeseries.csv
129,SNL,1.5,3.0,1.20420288492574,2.8895342605195573,0.29579711507426,0.11046573948044269,3.6821913160147566,19.719807671617332,3.00_SNL_18650_NMC_35C_0-100_0.5-1C_d_timeseries.csv
130,SNL,1.5,6.0,1.1483531031986571,5.385408094006035,0.35164689680134287,0.6145919059939651,10.243198433232752,23.443126453422856,3.00_SNL_18650_NMC_35C_0-100_0.5-2C_a_timeseries.csv
131,SNL,1.5,6.0,1.150428652701285,5.600296560096808,0.349571347298715,0.3997034399031918,6.66172399838653,23.304756486581,3.00_SNL_18650_NMC_35C_0-100_0.5-2C_b_timeseries.csv
132,SNL,1.6,3.2,1.2822758662471647,3.138683956075423,0.31772413375283537,0.06131604392457701,1.9161263726430318,19.85775835955221,3.20_SNL_18650_NCA_15C_0-100_0.5-1C_a_timeseries.csv
133,SNL,1.6,3.2,1.2809327643213786,3.1234988620326045,0.3190672356786215,0.07650113796739566,2.3906605614811145,19.941702229913844,3.20_SNL_18650_NCA_15C_0-100_0.5-1C_b_timeseries.csv
134,SNL,1.6,6.4,1.179789134593096,5.677668777259081,0.4202108654069041,0.7223312227409195,11.286425355326868,26.263179087931505,3.20_SNL_18650_NCA_15C_0-100_0.5-2C_a_timeseries.csv
135,SNL,1.6,6.4,1.2167329976169718,5.724711450007497,0.38326700238302824,0.6752885499925032,10.551383593632863,23.954187648939264,3.20_SNL_18650_NCA_15C_0-100_0.5-2C_b_timeseries.csv
136,SNL,1.6,1.6,1.2867329492816764,1.1850873619629774,0.3132670507183237,0.4149126380370227,25.93203987731392,19.579190669895233,3.20_SNL_18650_NCA_25C_0-100_0.5-0.5C_a_timeseries.csv
137,SNL,1.6,1.6,1.0953947566053566,1.6240037090429114,0.5046052433946435,0.02400370904291127,1.5002318151819543,31.537827712165218,3.20_SNL_18650_NCA_25C_0-100_0.5-0.5C_b_timeseries.csv
138,SNL,1.6,3.2,1.281615061926218,3.1308154516530307,0.318384938073782,0.06918454834696952,2.1620171358427975,19.899058629611375,3.20_SNL_18650_NCA_25C_0-100_0.5-1C_a_timeseries.csv
139,SNL,1.6,3.2,1.2758959474073202,3.138548480003292,0.32410405259267994,0.06145151999670828,1.920359999897134,20.256503287042495,3.20_SNL_18650_NCA_25C_0-100_0.5-1C_b_timeseries.csv
140,SNL,1.6,3.2,1.285688216460109,3.140598850612484,0.3143117835398912,0.059401149387516394,1.8562859183598874,19.6444864712432,3.20_SNL_18650_NCA_25C_0-100_0.5-1C_c_timeseries.csv
141,SNL,1.6,3.2,1.2890756543756086,3.1334332655702624,0.31092434562439153,0.06656673442973782,2.080210450929307,19.432771601524472,3.20_SNL_18650_NCA_25C_0-100_0.5-1C_d_timeseries.csv
142,SNL,1.6,6.4,1.1902605196292393,5.776042096406811,0.4097394803707608,0.6239579035931895,9.749342243643586,25.608717523172547,3.20_SNL_18650_NCA_25C_0-100_0.5-2C_a_timeseries.csv
143,SNL,1.6,6.4,1.246570796358175,5.757509476247549,0.3534292036418252,0.6424905237524516,10.038914433632057,22.089325227614072,3.20_SNL_18650_NCA_25C_0-100_0.5-2C_b_timeseries.csv
144,SNL,1.6,1.6,1.3872834384978758,1.624406524847284,0.21271656150212426,0.024406524847284006,1.5254078029552502,13.294785093882766,3.20_SNL_18650_NCA_25C_20-80_0.5-0.5C_a_timeseries.csv
145,SNL,1.6,1.6,1.392920096948001,1.6248068547858656,0.2070799030519992,0.02480685478586553,1.5504284241165955,12.94249394074995,3.20_SNL_18650_NCA_25C_20-80_0.5-0.5C_b_timeseries.csv
146,SNL,1.6,1.6,1.3877973614717054,1.6243484153544,0.21220263852829468,0.02434841535440002,1.5217759596500013,13.262664908018419,3.20_SNL_18650_NCA_25C_20-80_0.5-0.5C_c_timeseries.csv
147,SNL,1.6,1.6,1.3840745279891362,1.6242180300308608,0.21592547201086387,0.02421803003086076,1.5136268769287975,13.495342000678992,3.20_SNL_18650_NCA_25C_20-80_0.5-0.5C_d_timeseries.csv
148,SNL,1.6,1.6,1.1493109308059712,1.624152291688287,0.45068906919402885,0.02415229168828681,1.5095182305179256,28.168066824626802,3.20_SNL_18650_NCA_25C_40-60_0.5-0.5C_a_timeseries.csv
149,SNL,1.6,1.6,1.1494758186517362,1.624144861565861,0.4505241813482639,0.02414486156586082,1.5090538478663014,28.15776133426649,3.20_SNL_18650_NCA_25C_40-60_0.5-0.5C_b_timeseries.csv
150,SNL,1.6,3.2,1.2394637685326295,3.173672127129609,0.36053623146737057,0.02632787287039129,0.8227460271997278,22.53351446671066,3.20_SNL_18650_NCA_35C_0-100_0.5-1C_a_timeseries.csv
151,SNL,1.6,3.2,1.235582963706627,3.145803293069365,0.3644170362933732,0.05419670693063505,1.6936470915823454,22.776064768335825,3.20_SNL_18650_NCA_35C_0-100_0.5-1C_b_timeseries.csv
152,SNL,1.6,3.2,1.2422525163205371,3.1732267130577023,0.35774748367946296,0.026773286942297858,0.8366652169468081,22.359217729966435,3.20_SNL_18650_NCA_35C_0-100_0.5-1C_c_timeseries.csv
153,SNL,1.6,3.2,1.251608888821286,3.133174025238883,0.34839111117871413,0.06682597476111729,2.0883117112849154,21.774444448669634,3.20_SNL_18650_NCA_35C_0-100_0.5-1C_d_timeseries.csv
154,SNL,1.6,6.4,1.0705703675073217,5.774370245240534,0.5294296324926784,0.6256297547594665,9.775464918116663,33.0893520307924,3.20_SNL_18650_NCA_35C_0-100_0.5-2C_a_timeseries.csv
155,SNL,1.6,6.4,1.0294858332189245,5.758474124744837,0.5705141667810756,0.6415258752551631,10.023841800861923,35.65713542381722,3.20_SNL_18650_NCA_35C_0-100_0.5-2C_b_timeseries.csv
156,UL-PUR,3.4,3.4,1.5006629447189068,3.29887756000596,1.899337055281093,0.10112243999404003,2.9741894115894127,55.86285456709097,3.40_UL-PUR_CF10DPA_pouch_NCA_25C_0-100_1-1C_n_timeseries_data.csv
157,UL-PUR,1.7,1.7,0.8578568514716852,1.391051670629729,0.8421431485283147,0.30894832937027106,18.17343113942771,49.53783226637146,3.40_UL-PUR_N10-EX9_18650_NCA_23C_0-100_0.5-0.5C_i_timeseries.csv
158,UL-PUR,1.7,1.7,0.8518969662084602,1.599747987176652,0.8481030337915397,0.10025201282334795,5.897177224902821,49.88841375244352,3.40_UL-PUR_N10-NA7_18650_NCA_23C_0-100_0.5-0.5C_g_timeseries.csv
159,UL-PUR,1.7,1.7,0.835351141040934,1.388251076538517,0.864648858959066,0.311748923461483,18.338171968322527,50.861697585827415,3.40_UL-PUR_N10-OV8_18650_NCA_23C_0-100_0.5-0.5C_h_timeseries.csv
160,UL-PUR,1.7,1.7,0.9013996186054836,1.3063596453094315,0.7986003813945164,0.39364035469056846,23.155314981798146,46.97649302320685,3.40_UL-PUR_N15-EX4_18650_NCA_23C_0-100_0.5-0.5C_d_timeseries.csv
161,UL-PUR,1.7,1.7,0.9005022716489555,1.5995065269035302,0.7994977283510445,0.10049347309646972,5.911380770380572,47.02927813829674,3.40_UL-PUR_N15-NA10_18650_NCA_23C_0-100_0.5-0.5C_j_timeseries.csv
162,UL-PUR,1.7,1.7,0.9432940970408176,1.2421225284609674,0.7567059029591824,0.4578774715390326,26.933968914060742,44.51211193877543,3.40_UL-PUR_N15-OV3_18650_NCA_23C_0-100_0.5-0.5C_c_timeseries.csv
163,UL-PUR,1.7,1.7,0.7769727488084613,1.1114388457651525,0.9230272511915386,0.5885611542348475,34.62124436675573,54.2957206583258,3.40_UL-PUR_N20-EX2_18650_NCA_23C_0-100_0.5-0.5C_b_timeseries.csv
164,UL-PUR,1.7,1.7,0.8669697483534673,1.2809575690809465,0.8330302516465327,0.41904243091905347,24.649554759944323,49.00177950861957,3.40_UL-PUR_N20-NA5_18650_NCA_23C_0-100_0.5-0.5C_e_timeseries.csv
165,UL-PUR,1.7,1.7,0.8606141890564896,1.2559787782039995,0.8393858109435104,0.44402122179600045,26.118895399764735,49.37563593785355,3.40_UL-PUR_N20-NA6_18650_NCA_23C_0-100_0.5-0.5C_f_timeseries.csv
166,UL-PUR,1.7,1.7,0.7176096379591964,1.086193338796981,0.9823903620408035,0.6138066612030189,36.106274188412876,57.78766835534138,3.40_UL-PUR_N20-OV1_18650_NCA_23C_0-100_0.5-0.5C_a_timeseries.csv
167,UL-PUR,1.7,1.7,0.8532688988917824,1.4471148092820505,0.8467311011082176,0.25288519071794946,14.875599453997026,49.807711829895155,3.40_UL-PUR_R10-EX6_18650_NCA_23C_2.5-96.5_0.5-0.5C_f_timeseries.csv
168,UL-PUR,1.7,1.7,0.860882508919709,1.5997638643585592,0.839117491080291,0.10023613564144074,5.8962432730259255,49.359852416487705,3.40_UL-PUR_R10-NA11_18650_NCA_23C_2.5-96.5_0.5-0.5C_k_timeseries.csv
169,UL-PUR,1.7,1.7,0.845822909976791,1.419474209003664,0.854177090023209,0.2805257909963359,16.501517117431526,50.24571117783583,3.40_UL-PUR_R10-OV5_18650_NCA_23C_2.5-96.5_0.5-0.5C_e_timeseries.csv
170,UL-PUR,1.7,1.7,0.8238407135339595,1.518530148820525,0.8761592864660405,0.181469851179475,10.674697128204413,51.53878155682591,3.40_UL-PUR_R15-EX4_18650_NCA_23C_2.5-96.5_0.5-0.5C_d_timeseries.csv
171,UL-PUR,1.7,1.7,0.8786780749976172,1.598995943949672,0.8213219250023828,0.10100405605032803,5.941415061784002,48.31305441190487,3.40_UL-PUR_R15-NA10_18650_NCA_23C_2.5-96.5_0.5-0.5C_j_timeseries.csv
172,UL-PUR,1.7,1.7,0.8343624338222242,1.5207974653130198,0.8656375661777758,0.1792025346869801,10.54132556982236,50.91985683398681,3.40_UL-PUR_R15-OV3_18650_NCA_23C_2.5-96.5_0.5-0.5C_c_timeseries.csv
173,UL-PUR,1.7,1.7,0.8052593179983878,1.4907206635769017,0.8947406820016122,0.20927933642309826,12.310549201358722,52.63180482362425,3.40_UL-PUR_R20-EX2_18650_NCA_23C_2.5-96.5_0.5-0.5C_b_timeseries.csv
174,UL-PUR,1.7,1.7,0.8009185909950389,1.5319744442453709,0.899081409004961,0.16802555575462907,9.883856220860535,52.88714170617418,3.40_UL-PUR_R20-NA7_18650_NCA_23C_2.5-96.5_0.5-0.5C_g_timeseries.csv
175,UL-PUR,1.7,1.7,0.7887397950214258,1.5989968378975807,0.9112602049785742,0.10100316210241922,5.941362476612896,53.6035414693279,3.40_UL-PUR_R20-NA8_18650_NCA_23C_2.5-96.5_0.5-0.5C_h_timeseries.csv
176,UL-PUR,1.7,1.7,0.7814030999117012,1.599407825712505,0.9185969000882988,0.1005921742874949,5.917186722793818,54.03511176989993,3.40_UL-PUR_R20-NA9_18650_NCA_23C_2.5-96.5_0.5-0.5C_i_timeseries.csv
177,UL-PUR,1.7,1.7,0.7985920789969245,1.4838232118632766,0.9014079210030754,0.21617678813672336,12.716281655101374,53.02399535312209,3.40_UL-PUR_R20-OV1_18650_NCA_23C_2.5-96.5_0.5-0.5C_a_timeseries.csv
178,Michigan Expansion,1.0,1.0,0.9549861366127368,0.9999998553439674,0.04501386338726321,1.446560325968349e-07,1.446560325968349e-05,4.501386338726321,5.00_MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C_timeseries_data.csv
179,Michigan Expansion,1.0,1.0,0.8826881035175913,0.9999999639638,0.1173118964824087,3.603620002401442e-08,3.603620002401442e-06,11.73118964824087,5.00_MICH_02C_pouch_NMC_-5C_0-100_0.2-0.2C_timeseries_data.csv
180,Michigan Expansion,1.0,1.0,0.9733193423051534,0.9999998150690912,0.02668065769484662,1.8493090880866703e-07,1.8493090880866703e-05,2.668065769484662,5.00_MICH_03H_pouch_NMC_45C_0-100_0.2-0.2C_timeseries_data.csv
181,Michigan Expansion,7.5,7.5,4.6100456301321096,7.497761289361064,2.8899543698678904,0.0022387106389363254,0.029849475185817674,38.53272493157187,5.00_MICH_04R_pouch_NMC_25C_0-100_1.5-1.5C_timeseries_data.csv
182,Michigan Expansion,7.5,7.5,1.8480846262042976,7.497627173630008,5.651915373795703,0.0023728263699922536,0.03163768493323005,75.35887165060937,5.00_MICH_05C_pouch_NMC_-5C_0-100_1.5-1.5C_timeseries_data.csv
183,Michigan Expansion,7.5,7.5,5.171615353586996,7.497834629412575,2.328384646413004,0.002165370587425386,0.02887160783233848,31.04512861884005,5.00_MICH_06H_pouch_NMC_45C_0-100_1.5-1.5C_timeseries_data.csv
184,Michigan Expansion,10.0,10.0,5.25996271191936,9.996354618840664,4.74003728808064,0.00364538115933577,0.0364538115933577,47.4003728808064,5.00_MICH_07R_pouch_NMC_25C_0-100_2-2C_timeseries_data.csv
185,Michigan Expansion,10.0,10.0,1.947398416124156,9.996149278603449,8.052601583875845,0.003850721396551293,0.03850721396551293,80.52601583875844,5.00_MICH_08C_pouch_NMC_-5C_0-100_2-2C_timeseries_data.csv
186,Michigan Expansion,10.0,10.0,5.951090332322233,9.995768900535888,4.048909667677767,0.004231099464112376,0.042310994641123756,40.48909667677768,5.00_MICH_09H_pouch_NMC_45C_0-100_2-2C_timeseries_data.csv
187,Michigan Expansion,1.0,7.5,0.9563165060757788,7.498407097886307,0.04368349392422122,0.0015929021136926735,0.021238694849235646,4.368349392422122,5.00_MICH_10R_pouch_NMC_25C_0-100_0.2-1.5C_timeseries_data.csv
188,Michigan Expansion,1.0,7.5,0.8359302339921919,7.498307226388859,0.1640697660078081,0.0016927736111407299,0.02257031481520973,16.40697660078081,5.00_MICH_11C_pouch_NMC_-5C_0-100_0.2-1.5C_timeseries_data.csv
189,Michigan Expansion,1.0,7.5,0.9693255118054812,7.498023385626372,0.03067448819451879,0.0019766143736283937,0.026354858315045245,3.067448819451879,5.00_MICH_12H_pouch_NMC_45C_0-100_0.2-1.5C_timeseries_data.csv
190,Michigan Expansion,1.0,1.0,0.9347902014466088,0.9999998036779286,0.06520979855339115,1.9632207137743052e-07,1.9632207137743052e-05,6.520979855339116,5.00_MICH_13R_pouch_NMC_25C_50-100_0.2-0.2C_timeseries_data.csv
191,Michigan Expansion,1.0,1.0,0.8377684104747853,0.9999999950032268,0.16223158952521466,4.996773217413875e-09,4.996773217413875e-07,16.223158952521466,5.00_MICH_14C_pouch_NMC_-5C_50-100_0.2-0.2C_timeseries_data.csv
192,Michigan Expansion,1.0,1.0,0.9302608193436146,0.9999999864886024,0.0697391806563854,1.3511397556342786e-08,1.3511397556342786e-06,6.97391806563854,5.00_MICH_15H_pouch_NMC_45C_50-100_0.2-0.2C_timeseries_data.csv
193,Michigan Expansion,1.0,7.5,0.9392746115645064,7.497737954665223,0.06072538843549358,0.0022620453347768077,0.030160604463690767,6.072538843549358,5.00_MICH_16R_pouch_NMC_25C_50-100_0.2-1.5C_timeseries_data.csv
194,Michigan Expansion,1.0,7.5,0.8246990630568095,7.497178805565098,0.1753009369431905,0.002821194434901919,0.03761592579869225,17.53009369431905,5.00_MICH_17C_pouch_NMC_-5C_50-100_0.2-1.5C_timeseries_data.csv
195,Michigan Expansion,1.0,7.5,0.9575665365945616,7.497661917672245,0.04243346340543841,0.002338082327755231,0.03117443103673641,4.243346340543841,5.00_MICH_18H_pouch_NMC_45C_50-100_0.2-1.5C_timeseries_data.csv
