SimulationID,MTTA
383,295.028688
384,520.406204
385,608.653204
386,514.065797
387,188.469023
388,943.172777
389,440.318901
390,710.636517
391,449.394849
392,568.881340
393,316.738468
394,650.844989
395,632.007537
396,358.287395
397,593.052516
398,781.605631
399,310.239173
400,743.114533
401,542.631390
402,410.107312
403,689.709786
404,505.756592
405,448.444646
406,695.359000
407,360.649540
408,177.966888
409,274.243784
410,426.077647
411,249.529577
412,407.793132
413,659.432178
414,657.430802
415,423.427836
416,535.305164
417,270.747571
418,768.510260
419,266.462190
420,403.814262
421,476.774736
422,476.269446
423,265.167047
424,265.424981
425,615.326624
426,326.803169
427,465.415974
428,655.381509
429,559.842596
430,528.357505
431,584.855831
432,463.001291
433,327.092422
434,368.933710
435,610.605469
436,600.277114
437,377.996864
438,212.617908
439,647.227163
440,186.560347
441,996.059547
442,467.831653
443,504.821751
444,449.278258
445,419.016684
446,578.353002
447,470.095198
448,547.181224
449,448.454866
450,696.432642
451,433.192029
452,294.618173
453,413.982807
454,467.607974
455,811.060951
456,359.005320
457,799.099027
458,607.343795
459,597.200215
460,436.539391
461,466.918425
462,713.194001
463,355.009696
464,131.839073
465,583.078199
466,783.600213
467,279.903998
468,537.803119
469,461.592621
470,566.413539
471,452.463765
472,282.896230
473,873.774295
474,641.936869
475,821.624099
476,477.214130
477,258.566465
478,299.044803
479,531.598583
480,888.099828
481,407.033084
482,207.956701
483,592.421199
484,770.481866
485,579.859429
486,398.205665
487,566.067906
488,219.934696
489,381.999171
490,440.342724
491,469.423341
492,534.377094
493,654.709315
494,505.439969
495,528.128988
496,516.498337
497,456.222608
498,377.943541
499,808.143375
500,435.030127
501,581.752264
502,376.657594
503,475.179525
504,422.875830
505,694.617697
506,273.733841
507,481.342608
508,336.129120
509,332.265503
510,622.388806
511,476.222271
512,713.284506
513,634.876053
514,596.670530
515,377.319014
516,651.839795
517,635.987395
518,550.863174
519,388.272319
520,122.031707
521,237.198108
522,776.809597
523,473.844283
524,446.749752
525,589.051192
526,370.071801
527,399.881825
528,428.620900
529,381.875565
530,728.359165
531,335.923165
532,395.219066
533,412.195709
534,649.743653
535,423.310107
536,484.852265
537,374.777598
538,265.482730
539,373.904707
540,426.886827
541,293.631502
542,428.911036
543,473.137227
544,355.305042
545,489.478944
546,664.728911
547,277.473709
548,455.991901
549,600.171149
550,345.547655
551,561.004310
552,181.704756
553,628.106834
554,305.020159
555,277.349219
556,347.441002
557,747.018177
558,508.353833
559,642.588451
560,825.272748
561,485.285385
562,893.557231
563,347.051269
564,683.354271
565,471.169864
566,781.092352
567,641.934553
568,619.214611
569,563.118861
570,451.861812
571,588.773479
572,222.003957
573,464.413713
574,452.992837
575,789.016940
576,397.314010
577,268.876830
578,600.629093
579,565.168490
580,330.059088
581,300.439126
582,378.462763
583,445.223675
584,699.922465
585,292.600587
586,632.293371
587,325.909832
588,343.647557
589,890.037001
590,235.495347
591,733.532654
592,384.063953
593,395.126718
594,461.147908
595,431.611986
596,360.070513
597,309.685434
598,711.656553
599,814.606991
600,562.946000
601,426.015770
602,536.295906
603,481.793216
604,410.977233
605,585.859909
606,578.468663
607,582.068487
608,474.124079
609,706.482915
610,541.448865
611,797.308376
612,283.910199
613,691.911417
614,524.987450
615,836.305781
616,605.602652
617,446.932664
618,443.388612
619,516.486003
620,660.565781
621,311.070273
622,658.426451
623,435.577538
624,545.555958
625,367.347044
626,741.975025
627,396.559104
628,443.008411
629,297.786795
630,354.575910
631,214.773591
632,498.254466
633,464.517030
634,485.173581
635,489.333387
636,471.061379
637,802.371487
638,645.116278
639,716.240012
640,616.892427
641,396.670845
642,573.393584
643,469.417245
644,402.553835
645,331.930508
646,528.790189
647,507.211053
648,290.545619
649,511.214684
650,576.479772
651,335.813992
652,708.562618
653,671.332574
654,822.836924
655,567.935332
656,444.338035
657,308.512747
658,303.615264
659,685.840652
660,459.204819
661,721.381720
662,707.450548
663,480.048492
664,1034.695587
665,547.527150
666,750.482455
667,308.793450
668,648.574629
669,242.903720
670,551.954092
671,744.004491
672,447.786160
673,646.350249
674,613.381473
675,773.684219
676,467.044637
677,410.159180
678,333.386078
679,385.793877
680,567.827779
681,600.586830
682,495.010143
683,670.074037
684,650.373758
685,656.876514
686,637.025418
687,443.408808
688,560.784187
689,466.908343
690,550.292414
691,404.513859
692,421.762119
693,566.377723
694,329.005792
695,545.342679
696,410.753131
697,669.935987
698,270.102458
699,695.461070
700,300.675561
701,381.289124
702,367.694938
703,524.090195
704,311.570359
705,562.210386
706,239.823843
707,568.821376
708,567.435967
709,271.622841
710,478.404649
711,561.836937
712,409.332223
713,705.271209
714,359.400489
715,594.707784
716,347.660094
717,317.087713
718,575.088901
719,257.703749
720,475.486696
721,437.291839
722,469.467912
723,421.329903
724,705.602067
725,608.255668
726,311.035294
727,549.776329
728,465.923860
729,580.948440
730,286.243840
731,749.809711
732,361.988618
733,585.484739
734,437.892575
735,290.094942
736,582.978926
737,546.966617
738,473.109451
739,449.548819
740,415.129410
741,257.015100
742,244.632957
743,760.710341
744,341.489744
745,386.065565
746,793.535495
747,644.147163
748,872.854945
749,604.613325
750,92.734713
751,464.307872
752,388.463919
753,726.796860
754,366.740861
755,579.279451
756,692.209274
757,527.489260
758,329.667033
759,168.247683
760,691.334835
761,375.901754
762,536.146812
763,579.280718
764,626.726114
765,722.583205
766,554.022044
767,503.094758
768,722.001013
769,252.350700
770,607.704681
771,287.132410
772,336.417511
773,454.863669
774,559.107963
775,261.775007
776,631.088879
777,679.342491
778,292.692636
779,406.036795
780,837.383962
781,753.521358
782,417.136274
783,461.468224
784,417.372914
785,349.850804
786,487.232921
787,795.639310
788,539.052277
789,569.611296
790,526.855368
791,526.294684
792,547.286050
793,309.994491
794,564.283812
795,507.748205
796,350.430382
797,310.432622
798,519.177407
799,670.587443
800,438.289077
801,620.842479
802,679.672780
803,434.905271
804,287.469339
805,401.630823
806,288.425746
807,584.012792
808,702.772714
809,908.530822
810,664.785572
811,356.449676
812,676.052579
813,340.613619
814,486.819511
815,466.577584
816,626.156750
817,209.507562
818,649.734914
819,486.125571
820,440.521031
821,451.728352
822,784.287430
823,346.360404
824,409.348421
825,507.147414
826,457.593700
827,513.748407
828,612.126703
829,427.368109
830,630.449469
831,521.742335
832,283.069949
833,501.614243
834,395.950005
835,276.993652
836,368.093479
837,429.108075
838,641.604092
839,589.555015
840,451.472112
841,365.736892
842,342.019257
843,417.900641
844,515.220378
845,621.815580
846,585.506269
847,679.364119
848,795.881763
849,431.939688
850,534.009370
851,669.027235
852,335.827065
853,572.211185
854,634.818747
855,553.699362
856,566.714766
857,453.468040
858,818.536185
859,551.928291
860,311.060392
861,396.863578
862,307.233283
863,389.156903
864,440.882762
865,659.020745
866,685.738096
867,710.461867
868,454.191909
869,243.868881
870,265.079200
871,518.442363
872,487.373084
873,409.086516
874,418.424967
875,610.399076
876,710.527906
877,547.488245
878,525.964894
879,471.060475
880,577.390619
881,398.085305
882,221.978662
883,432.514139
884,450.915969
885,459.308293
886,584.334931
887,546.855895
888,298.427932
889,409.266107
890,416.769143
891,410.333702
892,510.753762
893,293.970128
894,265.085658
895,570.949220
896,404.098384
897,291.652354
898,488.783527
899,818.409225
900,914.708262
901,518.535154
902,362.236880
903,267.440191
904,462.774239
905,321.503771
906,374.018966
907,478.143294
908,303.777123
909,603.517123
910,626.040331
911,463.240695
912,650.188875
913,750.840619
914,523.577017
915,401.117074
916,562.714738
917,330.428347
918,423.152444
919,561.496480
920,259.095114
921,546.103677
922,179.682836
923,442.568699
924,281.174589
925,553.659137
926,469.028157
927,539.131497
928,372.031252
929,548.319516
930,422.892290
931,406.854811
932,453.728112
933,492.097773
934,623.687966
935,256.276513
936,491.068831
937,523.107374
938,704.177358
939,759.113966
940,464.315979
941,684.010497
942,268.178500
943,540.887170
944,253.140387
945,409.638192
946,642.421205
947,955.654965
948,175.609089
949,285.531323
950,576.727708
951,627.690033
952,592.640489
953,873.739302
954,267.372487
955,308.411859
956,533.990938
957,269.947763
958,373.833773
959,678.608899
960,476.287726
961,487.223976
962,464.469596
963,752.178273
964,599.311402
965,532.504973
966,548.603158
967,816.961726
968,414.251458
969,450.545727
970,249.782399
971,185.469249
972,395.372492
973,609.341224
974,266.352840
975,977.262683
976,240.973106
977,381.080122
978,405.300511
979,504.202669
980,541.699613
981,376.281851
982,418.040526
983,369.948256
984,456.987707
985,361.289130
986,372.257727
987,472.767704
988,587.697830
989,542.935705
990,470.033775
991,521.440033
992,682.163521
993,447.679732
994,902.224915
995,594.297942
996,521.384994
997,654.805741
998,697.697341
999,509.136827
1000,695.234548
