SimulationID,MTTA
380,3786.875974
381,3870.517932
382,3764.169925
383,3482.049191
384,3758.498079
385,3397.898097
386,3605.733506
387,3946.726911
388,3941.604913
389,4002.968657
390,3675.749577
391,3835.533797
392,3808.076129
393,3974.841764
394,4047.130447
395,3781.251432
396,3307.630655
397,3518.559640
398,3803.643615
399,3662.091136
400,3599.677595
401,4085.667712
402,4228.048114
403,3862.160510
404,4286.105855
405,3638.906431
406,3737.955868
407,3307.290183
408,3928.722887
409,3869.270092
410,3867.104933
411,3661.195662
412,3675.138534
413,4693.986996
414,3974.144982
415,4103.638284
416,3860.753764
417,3787.173621
418,3608.471835
419,3485.035593
420,3547.676124
421,4126.112491
422,3471.072916
423,3480.067507
424,3616.769108
425,3864.345182
426,3819.534537
427,3471.578895
428,4053.542410
429,4036.254538
430,3606.187938
431,3710.536891
432,3758.832621
433,3857.883263
434,3758.335431
435,3593.329373
436,4153.592223
437,3888.771622
438,3496.640916
439,3950.695391
440,4089.337785
441,3834.227945
442,3849.997345
443,3843.953627
444,3960.463773
445,3466.215412
446,3694.891587
447,3612.766133
448,3891.264331
449,3580.083463
450,3664.029958
451,4180.756438
452,3882.234735
453,3739.015092
454,3519.305132
455,3772.813400
456,3580.833088
457,3966.512763
458,3669.848947
459,3820.812675
460,3645.766771
461,4296.553795
462,4476.785618
463,3537.560842
464,3596.310197
465,4033.229877
466,3453.927844
467,3911.377469
468,3539.329245
469,3740.026681
470,3901.704210
471,3555.462127
472,3697.652826
473,3613.510603
474,3814.416091
475,3669.674842
476,3628.594617
477,3718.960774
478,3567.424474
479,3798.462144
480,4618.598488
481,3421.350217
482,3937.930888
483,3845.654287
484,3785.458795
485,3905.993848
486,3747.200037
487,3738.824459
488,3856.235372
489,3357.538605
490,3950.776502
491,3990.786341
492,4347.601320
493,3682.265288
494,3532.941750
495,3826.327752
496,3592.396638
497,4208.357664
498,3800.937064
499,3672.817752
500,3848.272683
501,3321.135281
502,4353.929798
503,3532.187905
504,3790.414095
505,3956.447389
506,4249.280265
507,3519.479552
508,3778.611932
509,3703.244846
510,3948.503120
511,3780.540579
512,4232.668532
513,3900.095165
514,3456.993552
515,3850.787492
516,3839.767262
517,4148.087740
518,3644.930893
519,3907.283855
520,3867.291312
521,3794.170357
522,3706.995754
523,4680.826835
524,3764.394388
525,3437.082792
526,3532.596956
527,4258.835362
528,3826.250524
529,3930.085795
530,3770.153787
531,3709.158115
532,3903.494529
533,3753.145869
534,3697.388828
535,4060.261055
536,3649.064346
537,3828.737357
538,3696.581394
539,3678.487062
540,3925.881104
541,3887.908142
542,3938.293628
543,3719.731079
544,3610.879315
545,3748.568284
546,3665.247240
547,3804.885829
548,3811.245371
549,4286.052071
550,4326.653900
551,3712.767920
552,4199.320996
553,3867.466947
554,4103.288226
555,3453.237235
556,3651.181500
557,3826.820961
558,4028.160165
559,4089.806612
560,3465.494105
561,3589.028565
562,4156.554503
563,3957.131991
564,3861.210140
565,4061.396502
566,3766.240955
567,4234.781892
568,4317.319513
569,3474.729905
570,4235.457269
571,3735.175038
572,3623.301453
573,3563.480310
574,4260.433150
575,3623.312690
576,3657.946113
577,3543.477319
578,3842.745032
579,4101.211830
580,3825.006202
581,3660.543258
582,3680.688847
583,3760.607631
584,3553.172672
585,3621.990827
586,3723.735788
587,3639.386308
588,3845.088667
589,3705.901248
590,3906.456048
591,3884.081370
592,3392.730935
593,3781.900217
594,4583.877988
595,4146.462792
596,3331.010757
597,3743.881442
598,3456.829016
599,3787.665037
600,3576.856018
601,3699.480923
602,3971.480775
603,3574.686060
604,3599.241901
605,3855.516559
606,4034.360675
607,4192.871354
608,3992.118803
609,3911.322109
610,3593.902048
611,3896.183966
612,4235.448082
613,3890.136933
614,3646.965830
615,4372.372705
616,3540.863355
617,3731.114731
618,3559.678959
619,3860.793148
620,3548.136016
621,3787.412107
622,3457.990433
623,3735.449701
624,3973.091223
625,3782.495860
626,3701.620873
627,3548.252237
628,3425.126450
629,4107.070141
630,3642.322529
631,4189.593161
632,4017.793400
633,3683.757220
634,3933.873618
635,3488.454633
636,4019.026878
637,3541.979893
638,3383.262368
639,3908.120186
640,3809.366666
641,3724.775919
642,3919.330552
643,4131.107980
644,4033.942343
645,3643.120358
646,4275.088287
